STATION_ID,DURATION,SENSOR_NUMBER,SENS_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
BIS,M,2,RAIN,1960-04-01 00:00,1960-07-30 00:00,0.01,,INCHES
BIS,M,2,RAIN,1960-05-01 00:00,1960-08-30 00:00,0.01,,INCHES
BIS,M,2,RAIN,1960-06-01 00:00,1960-09-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1960-07-01 00:00,1960-10-30 00:00,0.19,,INCHES
BIS,M,2,RAIN,1960-08-01 00:00,1960-11-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1960-09-01 00:00,1960-12-30 00:00,0.05,,INCHES
BIS,M,2,RAIN,1960-10-01 00:00,1960-01-31 00:00,0.17,,INCHES
BIS,M,2,RAIN,1960-11-01 00:00,1960-02-29 00:00,2.59,,INCHES
BIS,M,2,RAIN,1960-12-01 00:00,1960-03-31 00:00,0.08,,INCHES
BIS,M,2,RAIN,1961-01-01 00:00,1961-05-01 00:00,0.17,,INCHES
BIS,M,2,RAIN,1961-02-01 00:00,1961-06-01 00:00,0.00,,INCHES
BIS,M,2,RAIN,1961-03-01 00:00,1961-07-01 00:00,0.11,,INCHES
BIS,M,2,RAIN,1961-04-01 00:00,1961-08-01 00:00,0.00,,INCHES
BIS,M,2,RAIN,1961-05-01 00:00,1961-09-01 00:00,0.02,,INCHES
BIS,M,2,RAIN,1961-06-01 00:00,1961-10-01 00:00,0.16,,INCHES
BIS,M,2,RAIN,1961-07-01 00:00,1961-11-01 00:00,0.12,,INCHES
BIS,M,2,RAIN,1961-08-01 00:00,1961-12-01 00:00,0.28,,INCHES
BIS,M,2,RAIN,1961-09-01 00:00,1961-01-01 00:00,0.00,,INCHES
BIS,M,2,RAIN,1961-10-01 00:00,1961-01-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1961-11-01 00:00,1961-02-28 00:00,0.56,,INCHES
BIS,M,2,RAIN,1961-12-01 00:00,1961-03-31 00:00,0.82,,INCHES
BIS,M,2,RAIN,1962-01-01 00:00,1962-04-30 00:00,0.49,,INCHES
BIS,M,2,RAIN,1962-02-01 00:00,1962-05-31 00:00,4.96,,INCHES
BIS,M,2,RAIN,1962-03-01 00:00,1962-06-30 00:00,0.30,,INCHES
BIS,M,2,RAIN,1962-04-01 00:00,1962-07-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1962-05-01 00:00,1962-08-31 00:00,1.30,,INCHES
BIS,M,2,RAIN,1962-06-01 00:00,1962-09-30 00:00,0.17,,INCHES
BIS,M,2,RAIN,1962-07-01 00:00,1962-10-31 00:00,0.06,,INCHES
BIS,M,2,RAIN,1962-08-01 00:00,1962-11-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1962-09-01 00:00,1962-12-31 00:00,0.46,,INCHES
BIS,M,2,RAIN,1962-10-01 00:00,1962-01-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1962-11-01 00:00,1962-02-28 00:00,0.00,,INCHES
BIS,M,2,RAIN,1962-12-01 00:00,1962-03-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1963-01-01 00:00,1963-04-30 00:00,3.22,,INCHES
BIS,M,2,RAIN,1963-02-01 00:00,1963-05-31 00:00,0.63,,INCHES
BIS,M,2,RAIN,1963-03-01 00:00,1963-06-30 00:00,0.60,,INCHES
BIS,M,2,RAIN,1963-04-01 00:00,1963-07-31 00:00,0.33,,INCHES
BIS,M,2,RAIN,1963-05-01 00:00,1963-08-31 00:00,0.25,,INCHES
BIS,M,2,RAIN,1963-06-01 00:00,1963-09-30 00:00,0.55,,INCHES
BIS,M,2,RAIN,1963-07-01 00:00,1963-10-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1963-08-01 00:00,1963-11-30 00:00,0.61,,INCHES
BIS,M,2,RAIN,1963-09-01 00:00,1963-12-31 00:00,0.38,,INCHES
BIS,M,2,RAIN,1963-10-01 00:00,1963-01-31 00:00,0.08,,INCHES
BIS,M,2,RAIN,1963-11-01 00:00,1963-02-28 00:00,0.15,,INCHES
BIS,M,2,RAIN,1963-12-01 00:00,1963-03-31 00:00,0.03,,INCHES
BIS,M,2,RAIN,1964-01-01 00:00,1964-04-29 00:00,0.49,,INCHES
BIS,M,2,RAIN,1964-02-01 00:00,1964-05-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1964-03-01 00:00,1964-06-29 00:00,0.03,,INCHES
BIS,M,2,RAIN,1964-04-01 00:00,1964-07-30 00:00,0.49,,INCHES
BIS,M,2,RAIN,1964-05-01 00:00,1964-08-30 00:00,0.81,,INCHES
BIS,M,2,RAIN,1964-06-01 00:00,1964-09-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1964-07-01 00:00,1964-10-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1964-08-01 00:00,1964-11-29 00:00,0.05,,INCHES
BIS,M,2,RAIN,1964-09-01 00:00,1964-12-30 00:00,0.00,,INCHES
